MAPNAME,LATITUDE,LONGITUD,ICLEVEL,CONTROL,Degree-seeking Undergraduates,Graduate Students,Tuition & Fees
University of Central Florida -Rosen College of Hospitality Management,28.428705,-81.441453,1,1,17627,3198,6368
Daytona State College -Daytona Beach,29.20019,-81.04794,1,1,7034,,3106
Daytona State College -Palm Coast,29.556723,-81.19261,1,1,7034,,3106
Florida Atlantic University -Boca Raton,26.369433,-80.102287,1,1,4890,1094,4879
Florida Atlantic University - JUPITER,26.888164,-80.117689,1,1,4890,1094,4879
Florida Atlantic University -DAVIE,26.07947,-80.23851,1,1,4890,1094,4879
Florida Atlantic University -Harbor Branch,27.535164,-80.359902,1,1,4890,1094,4879
Florida Atlantic University -FORT LAUDERDALE,26.119615,-80.141866,1,1,4890,1094,4879
Florida Atlantic University - DANIA BEACH(SeaTech),26.055137,-80.113215,1,1,4890,1094,4879
Florida State College at Jacksonville - South Campus,30.291808,-81.509296,1,1,6731,,2657
Florida State College at Jacksonville - Kent Campus,30.297966,-81.719736,1,1,6731,,2657
Florida State College at Jacksonville - Downtown Campus,30.334813,-81.658921,1,1,6731,,2657
Florida State College at Jacksonville - North Campus,30.429779,-81.71779,1,1,6731,,2657
Florida International University -Main campus,25.756839,-80.376281,1,1,16899,4272,6565
Florida International University -Biscayne Bay Campus,25.910249,-80.139474,1,1,16899,4272,6565
Florida International University -at I-75,26.095798,-80.342393,1,1,16899,4272,6565
Gulf Coast State College - Gulf/Franklin Campus,29.777756,-85.282882,1,1,1531,,2370
Gulf Coast State College - Panama City Campus,30.186348,-85.728442,1,1,1531,,2370
Gulf Coast State College - North Bay Campus,30.299257,-85.66224,1,1,1531,,2370
Hillsborough Community College - Brandon Campus,27.968837,-82.329244,2,1,5535,,2506
Hillsborough Community College - Plant City Campus,28.026552,-82.10275,2,1,5535,,2506
Hillsborough Community College - SouthShore Campus,27.722209,-82.401017,2,1,5535,,2506
Hillsborough Community College - Ybor City Campus,27.962896,-82.443243,2,1,5535,,2506
Hillsborough Community College - Dale Mabry Campus,27.976021,-82.509099,2,1,5535,,2506
Indian River State College -Massey Campus,27.425264,-80.357803,1,1,3020,,2764
Indian River State College -Chastain Campus,27.135608,-80.22006,1,1,3020,,2764
Indian River State College -Dixon Hendry Campus,27.262571,-80.840402,1,1,3020,,2764
Indian River State College -Mueller Campus,27.633088,-80.456577,1,1,3020,,2764
Indian River State College -Pruitt Campus,27.322274,-80.398886,1,1,3020,,2764
State College of Florida-Manatee-Sarasota - SCF Bradenton,27.438633,-82.589482,1,1,3444,,3074
State College of Florida-Manatee-Sarasota - SCF Venice,27.04231,-82.317153,1,1,3444,,3074
State College of Florida-Manatee-Sarasota - SCF Lakewood Ranch,27.378508,-82.422949,1,1,3444,,3074
Nova Southeastern University -,26.078805,-80.240139,1,2,944,2418,34570
Nova Southeastern University - Fort Myers Campus,26.6103,-81.800251,1,2,944,2418,34570
Nova Southeastern University -Jacksonville Campus,30.257869,-81.597981,1,2,944,2418,34570
Nova Southeastern University -Miami Campus,25.689468,-80.391588,1,2,944,2418,34570
Nova Southeastern University -Miramar Campus,25.987428,-80.302655,1,2,944,2418,34570
Nova Southeastern University -Orlando Campus,28.481543,-81.441539,1,2,944,2418,34570
Nova Southeastern University -Palm Beach Campus,26.848192,-80.106359,1,2,944,2418,34570
Palm Beach State College - Loxahatchee Groves Campus,26.684445,-80.296763,1,1,6259,,3050
Palm Beach State College - Lake Worth Campus,26.613621,-80.086833,1,1,6259,,3050
Palm Beach State College - Belle Glade Campus,26.675949,-80.688687,1,1,6259,,3050
Palm Beach State College - Boca Raton Campus,26.378725,-80.09846,1,1,6259,,3050
Palm Beach State College - Palm Beach Gardens campus,26.844835,-80.082454,1,1,6259,,3050
Pasco-Hernando State College - Wesley Chapel Campus,28.192857,-82.327949,1,1,2044,,3155
Pasco-Hernando State College - New Port Campus,28.275694,-82.646119,1,1,2044,,3155
Pasco-Hernando State College - Brooksville Campus,28.594965,-82.40401,1,1,2044,,3155
Pasco-Hernando State College - Dade City Campus,28.379534,-82.217647,1,1,2044,,3155
Pasco-Hernando State College - Spring Hill Campus,28.443777,-82.631075,1,1,2044,,3155
Pensacola State College - Pensacola Campus,30.478703,-87.203796,1,1,3210,,2367
Pensacola State College - Warrington Campus,30.396168,-87.288849,1,1,3210,,2367
Pensacola State College - Milton Campus,30.60255,-87.07535,1,1,3210,,2367
Polk State College - Winter Haven Campus,28.030987,-81.712917,1,1,5182,,3366
Polk State College - Lakeland Campus,27.990308,-81.889732,1,1,5182,,3366
St Petersburg College -,27.899488,-82.711421,1,1,7065,,2682
St Petersburg College -Seminole Campus,27.857849,-82.797786,1,1,7065,,2682
St Petersburg College -St. Petersburg/Gibbs Campus,27.778536,-82.732297,1,1,7065,,2682
St Petersburg College -Tarpon Springs Campus,28.12283,-82.77003,1,1,7065,,2682
Seminole State College of Florida - Sanford/Lake Mary Campus,28.744353,-81.306572,1,1,4518,,3131
Seminole State College of Florida - Oviedo Campus,28.631609,-81.170413,1,1,4518,,3131
Seminole State College of Florida - Altamonte Springs Campus,28.646556,-81.415804,1,1,4518,,3131
University of South Florida - Tampa campus,28.055059,-82.407063,1,1,14177,4835,6410
University of South Florida - Petersburg campus,27.762388,-82.634558,1,1,14177,4835,6410
University of South Florida -SARASOTA-MANATEE CAMPUS,27.391775,-82.562746,1,1,14177,4835,6410
Tallahassee Community College - Main Campus,30.447222,-84.343126,1,1,6596,,2026
Tallahassee Community College - Wakulla Environmental Institute,30.136262,-84.378739,1,1,6596,,2026
Valencia College - West Campus,28.521199,-81.465754,1,1,6364,,2474
Valencia College - Downtown Campus,28.546467,-81.383906,1,1,6364,,2474
Valencia College - School of Public Safety,28.551199,-81.269024,1,1,6364,,2474
Valencia College - Winter Park Campus,28.597522,-81.360352,1,1,6364,,2474
Valencia College - East Campus,28.553655,-81.25129,1,1,6364,,2474
Valencia College - Lake Nona Campus,28.384976,-81.244846,1,1,6364,,2474
Valencia College - Osceola Campus,28.30713,-81.381264,1,1,6364,,2474
Valencia College - Poinciana Campus,28.200446,-81.439879,1,1,6364,,2474
West Georgia Technical College - New Carroll Campus,33.552786,-85.096878,2,1,1416,,3052
West Georgia Technical College - Coweta Campus,33.346645,-84.759763,2,1,1416,,3052
West Georgia Technical College - Douglas Campus,33.733078,-84.72949,2,1,1416,,3052
West Georgia Technical College - LaGrange Campus,33.041272,-84.876537,2,1,1416,,3052
West Georgia Technical College - Murphy Campus,33.690072,-85.183022,2,1,1416,,3052
Columbus State University -Main Campus,32.503968,-84.93908,1,1,3806,962,6241
Columbus State University -RiverPark Campus,32.465361,-84.993687,1,1,3806,962,6241
Georgia Northwestern Technical College - Floyd County Campus,34.27292,-85.181546,2,1,1064,,3062
Georgia Northwestern Technical College - Gordon County Campus,34.492186,-84.968618,2,1,1064,,3062
Georgia Northwestern Technical College - Polk County Campus,34.021528,-85.037255,2,1,1064,,3062
Georgia Northwestern Technical College - Walker County Campus,34.809577,-85.246852,2,1,1064,,3062
Georgia Northwestern Technical College - Catoosa County Campus,34.898304,-85.131595,2,1,1064,,3062
Georgia Northwestern Technical College - Whitfield Murray Campus,34.784857,-84.92121,2,1,1064,,3062
Georgia Highlands College -Paulding Site,33.923713,-84.841798,1,1,1642,,3344
Georgia Highlands College -Cartersville,34.205742,-84.780649,1,1,1642,,3344
Georgia Highlands College -Floyd campus,34.170768,-85.207323,1,1,1642,,3344
Georgia Highlands College -Marietta,33.927646,-84.482204,1,1,1642,,3344
University of Georgia -Athens,33.952832,-83.37725,1,1,8168,2628,12068
University of Georgia -Atlanta Buckhead,33.852427,-84.368427,1,1,8168,2628,12068
University of Georgia -Gwinnett Campus,33.998226,-84.072739,1,1,8168,2628,12068
University of Georgia -Griffin Campus,33.263194,-84.28788,1,1,8168,2628,12068
Southern Crescent Technical College - Flint River Campus,32.86353,-84.318621,2,1,3076,,3126
Southern Crescent Technical College - Griffin Campus,33.255792,-84.29112,2,1,3076,,3126
Gwinnett Technical College - Alpharetta-North Fulton Campus,34.068211,-84.275861,2,1,4704,,3236
Gwinnett Technical College - Lawrenceville Campus,33.964153,-84.064754,2,1,4704,,3236
Chattahoochee Technical College - Austell Campus,33.817223,-84.600008,2,1,1416,,3202
Chattahoochee Technical College - Paulding Campus,33.910627,-84.826266,2,1,1416,,3202
Chattahoochee Technical College - Marietta Campus,33.929814,-84.550753,2,1,1416,,3202
Chattahoochee Technical College - Mountain View Campus,34.03282,-84.466836,2,1,1416,,3202
Chattahoochee Technical College - Woodstock Campus,34.104385,-84.517672,2,1,1416,,3202
Chattahoochee Technical College - Canton Campus,34.288193,-84.465618,2,1,1416,,3202
Chattahoochee Technical College - Appalachian Campus,34.475512,-84.427788,2,1,1416,,3202
Chattahoochee Technical College - North Metro Campus,34.083292,-84.669793,2,1,1416,,3202
Mercer University -Macon,32.831643,-83.646849,1,2,880,799,29324
Mercer University -Atlanta,33.873481,-84.263722,1,2,880,799,29324
Mercer University -Douglas County Regional Academic Center,33.770793,-84.605875,1,2,880,799,29324
Mercer University -Henry County Regional Academic Center,33.422592,-84.170667,1,2,880,799,29324
Mercer University -Savannah Campus,32.028259,-81.088466,1,2,880,799,29324
Mercer University - Columbus Campus,32.477923,-84.992462,1,2,880,799,29324
Hawaii Pacific University -,21.310282,-157.859396,1,2,1572,286,30020
Hawaii Pacific University -HAWAII LOA CAMPUS,21.376316,-157.782031,1,2,1572,286,30020
Aurora University -,41.754884,-88.347699,1,2,1474,930,26760
Aurora University -GWC Map,42.568059,-88.557377,1,2,1474,930,26760
Aurora University -Aurora University Woodstock Center,42.315896,-88.445629,1,2,1474,930,26760
Southwestern Illinois College - Belleville,38.516045,-89.924575,2,1,2065,,6390
Southwestern Illinois College - Sam Wolf Granite City Campus,38.748597,-90.10375,2,1,2065,,6390
Southwestern Illinois College - Red Bud Campus,38.207947,-90.0002,2,1,2065,,6390
Southwestern Illinois College - Scott Air Force Base,38.540007,-89.866952,2,1,2065,,6390
Black Hawk College - East Campus,41.166125,-89.930696,2,1,1622,,7500
Black Hawk College - Quad-Cities Campus,41.477971,-90.449342,2,1,1622,,7500
DePaul University -LOOP CAMPUS,41.877662,-87.627222,1,2,7788,4822,42012
DePaul University -LINCOLN PARK CAMPUS,41.92567,-87.654197,1,2,7788,4822,42012
Eastern Illinois University -,39.484232,-88.174878,1,1,752,304,12297
Eastern Illinois University -Triton College in River Grove,41.915885,-87.841262,1,1,752,304,12297
Eastern Illinois University -Danville Area Community College,40.1317,-87.591399,1,1,752,304,12297
Eastern Illinois University -University Center of Lake County,42.357602,-88.010951,1,1,752,304,12297
Eastern Illinois University -Forest View Educational Center,42.046143,-87.973247,1,1,752,304,12297
Eastern Illinois University -John A. Logan College,37.748533,-89.09559,1,1,752,304,12297
Eastern Illinois University -Parkland College,40.131895,-88.289969,1,1,752,304,12297
Greenville University - Barton Campus,34.826615,-82.375039,1,2,223,73,29810
Greenville University - Benson Campus,34.961002,-82.301365,1,2,223,73,29810
Greenville University - Brashier Campus,34.709182,-82.308645,1,2,223,73,29810
Greenville University - Northwest Campus,34.899977,-82.472127,1,2,223,73,29810
Benedictine University - Lisle,41.777507,-88.093998,1,2,1346,1546,32280
Benedictine University - mesa,33.414816,-111.825848,1,2,1346,1546,32280
Olney Central College,38.709154,-88.085204,2,1,440,,10056
Olney Central College - OCC Cosmetology,38.698665,-88.218697,2,1,440,,10056
Joliet Junior College - Main Campus,41.501805,-88.179223,2,1,7396,,12570
Joliet Junior College - Romeoville Campus,41.637573,-88.115749,2,1,7396,,12570
College of Lake County - Grayslake Campus,42.354265,-88.012567,2,1,4177,,9632
College of Lake County - Lakeshore Campus,42.36071,-87.831147,2,1,4177,,9632
College of Lake County - Southlake Campus,42.205729,-87.933698,2,1,4177,,9632
Lake Land College -,40.323553,-90.967177,2,1,1019,,8104
Lake Land College -Eastern Region Center - Forsythe Center,39.39143,-87.69364,2,1,1019,,8104
Lake Land College - Kluthe Center for Higher Education & Technology,39.143407,-88.52741,2,1,1019,,8104
Lake Land College - Western Region Center,39.389616,-89.073574,2,1,1019,,8104
Lewis and Clark Community College - N.O. Nelson Campus,38.804784,-89.951146,2,1,1552,,9552
Lewis and Clark Community College - Benjamin Godfrey Campus,38.951063,-90.190796,2,1,1552,,9552
Lewis University -Main campus,41.596136,-88.043097,1,2,1124,699,35472
Lewis University -Oak Brook,41.84626,-87.946353,1,2,1124,699,35472
Lewis University -Albuquerque,35.107015,-106.567785,1,2,1124,699,35472
Lewis University -Kirtland AFB,35.102686,-106.550278,1,2,1124,699,35472
Lincoln Land Community College - Beardstown,39.996808,-90.406681,2,1,1102,,6840
Lincoln Land Community College - Hillsboro,39.161467,-89.493555,2,1,1102,,6840
Lincoln Land Community College - Jacksonville College Now,39.734991,-90.229344,2,1,1102,,6840
Lincoln Land Community College - Litchfield,39.168882,-89.682244,2,1,1102,,6840
Lincoln Land Community College - Taylorville,39.544547,-89.325204,2,1,1102,,6840
McKendree University - Lebanon campus,38.604879,-89.815767,1,2,876,347,33050
McKendree University - Center at Scott Air Force Base,38.534056,-89.852763,1,2,876,347,33050
Northwestern University -Evanston,42.050487,-87.680052,1,2,3055,5549,60768
Northwestern University -Chicago,41.894657,-87.616703,1,2,3055,5549,60768
Northwestern University -San Francisco,37.789147,-122.401852,1,2,3055,5549,60768
Oakton Community College - Des Plaines Campus,42.062066,-87.880373,2,1,5146,,10446
Oakton Community College - Skokie Campus,42.021233,-87.749521,2,1,5146,,10446
Parkland College - Parkland College on Mattis,40.129917,-88.278314,2,1,2577,,11580
Parkland College - Main Campus,40.131895,-88.289969,2,1,2577,,11580
Rend Lake College - Ina Main Campus,38.155485,-88.819501,2,1,528,,6000
Rend Lake College - MarketPlace,38.31834,-88.955953,2,1,528,,6000
Rend Lake College - Murphy-Wall Pinckneyville Campus,38.08289,-89.334602,2,1,528,,6000
Rock Valley College - RVC Main Campus,42.307848,-88.994605,2,1,3189,,8924
Rock Valley College - RVC Downtown,42.269103,-89.091821,2,1,3189,,8924
University of St Francis -,41.532892,-88.098151,1,2,448,787,35000
University of St Francis -Joliet,41.550943,-88.1221,1,2,448,787,35000
University of St Francis -Albuquerque,35.136544,-106.610431,1,2,448,787,35000
University of St Francis -St. Bonaventure Campus,41.525769,-88.082206,1,2,448,787,35000
South Suburban College - Main Campus,41.60639,-87.6192,2,1,3382,,11033
Triton College,41.915885,-87.841262,2,1,9023,,11190
Waubonsee Community College - Aurora Fox Valley,41.729513,-88.266966,2,1,1997,,9271
Waubonsee Community College - Sugar Grove,41.763229,-88.441232,2,1,1997,,9271
Waubonsee Community College - Aurora Downtown,41.758656,-88.317027,2,1,1997,,9271
Waubonsee Community College - Plano,41.664398,-88.507111,2,1,1997,,9271
William Rainey Harper College - Main Campus,42.081076,-88.071649,2,1,13252,,9870
Ivy Tech Community College - South Bend Campus,41.663127,-86.248326,2,1,1527,,4637
Ivy Tech Community College - Elkhart Campus,41.659718,-85.898134,2,1,1527,,4637
Ivy Tech Community College - Warsaw Site,41.273111,-85.874308,2,1,1527,,4637
Ivy Tech Community College - Michigan City Campus,41.685644,-86.89313,2,1,1527,,4637
Ivy Tech Community College - La Porte,41.626947,-86.705677,2,1,1527,,4637
Ivy Tech Community College - East Chicago Campus,41.639979,-87.466871,2,1,1527,,4637
Ivy Tech Community College - Gary Campus,41.555462,-87.320471,2,1,1527,,4637
